General_2016-11-08,Runoff_2016-05-24,Primary_2016-03-01,Runoff_2015-12-12,General_2014-11-04,Runoff_2014-08-05,Runoff_2014-05-27,Primary_2014-03-04,Runoff_2013-12-14,Runoff_2013-03-02,General_2012-11-06,Runoff_2012-07-31,Primary_2012-05-29,Runoff_2011-12-10,General_2010-11-02,Primary_2010-03-02,Residence_Families_HHCount,Residence_HHGender_Description,Residence_HHParties_Description,Voters_Gender,Voters_Age,EthnicGroups_EthnicGroup1Desc,Religions_Description,MaritalStatus_Description,EstimatedIncome,Education,ReligiousContributorInHome,PoliticalContributerInHome,DonatesEnvironmentCauseInHome,DonatesToCharityInHome,Donates to Local Community,State_Senate_District,Local_Municipal_Sum,Times_Voted,Parties_Description,GetOut,preference
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Independent,F,70,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Unknown,s13,0,5,Non-Partisan,N,N
Y,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,71,European,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,8,Republican,N,N
Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,F,40,Hispanic and Portuguese,Unknown,Non-Traditional,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,3,Republican,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,2,Mixed Gender Household,Republican,M,65,European,Protestant,Non-Traditional,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,10,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,47,European,Protestant,Non-Traditional,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s17,0,4,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,1,Female Only Household,Republican,F,76,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s17,0,11,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,N,1,Female Only Household,Democratic,F,60,Likely African-American,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,5,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,3,Mixed Gender Household,Republican,F,71,European,Protestant,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Yes,s17,0,11,Republican,N,N
Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,74,European,Catholic,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,2,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,77,European,Protestant,Married,"50,000 - 100,000",HighSchool,1,2+,Unknown,Yes,Unknown,s17,0,13,Republican,N,N
Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic & Republican,F,77,European,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,11,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Independent,F,66,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,1,Non-Partisan,N,Y
Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,1,Female Only Household,Republican,F,81,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,8,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,60,,Unknown,Non-Traditional,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,4,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,40,Likely African-American,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,3,Democratic,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,N,1,Male Only Household,Democratic,M,79,Likely African-American,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,7,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,69,,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Yes,Unknown,s13,0,7,Republican,N,N
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,2,Male Only Household,Democratic,M,69,Likely African-American,Protestant,Unknown,"<50,000",Graduate,0,1,Unknown,Yes,Unknown,s13,0,3,Democratic,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,70,,Jewish,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Yes,s13,0,4,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,3,Female Only Household,Democratic,F,52,Hispanic and Portuguese,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,2,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,1,Female Only Household,Republican,F,67,European,Protestant,Unknown,"<50,000",Graduate,0,1,Unknown,Unknown,Yes,s6,0,10,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican & Independent,M,45,European,Catholic,Married,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s6,0,1,Republican,N,N
Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,60,Other,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,4,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,59,,Unknown,Unknown,"150,000 - 200,000",Bachelors,0,0,Unknown,Yes,Yes,s6,0,1,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,Male Only Household,Democratic,M,58,European,Protestant,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,1,Democratic,N,Y
Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,1,Male Only Household,Democratic,M,67,Hispanic and Portuguese,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,6,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,M,36,Hispanic and Portuguese,Catholic,Non-Traditional,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Unknown,s6,0,3,Democratic,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,4+,Mixed Gender Household,Democratic,F,56,Likely African-American,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Yes,s6,0,5,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,2,Male Only Household,Independent,M,51,European,Unknown,Unknown,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Unknown,s6,0,2,Non-Partisan,N,N
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,1,Male Only Household,Republican,M,59,European,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,s13,0,8,Republican,Y,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,F,68,European,Protestant,Married,"100,00 - 150,000",Unknown,0,1,Unknown,Yes,Yes,s13,0,5,Democratic,N,Y
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Republican,F,68,,Jewish,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,2,Republican,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,69,European,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,3,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,1,Male Only Household,Democratic,M,59,European,Protestant,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Unknown,s13,0,8,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Independent,M,29,East and South Asian,Unknown,Non-Traditional,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,s13,0,1,Non-Partisan,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,36,European,Unknown,Married,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,5,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Male Only Household,Democratic,M,51,European,Unknown,Unknown,"<50,000",Graduate,0,0,Unknown,Unknown,Unknown,s13,0,13,Democratic,Y,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,69,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s13,0,5,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Democratic,M,45,European,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,11,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Democratic,M,46,European,Catholic,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s13,0,12,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,1,Female Only Household,Democratic,F,72,Likely African-American,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,9,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Independent,F,54,European,Protestant,Unknown,"<50,000",HighSchool,0,0,Unknown,Yes,Unknown,s13,0,2,Non-Partisan,N,Y
Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,2,Mixed Gender Household,Republican,F,60,European,Protestant,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Yes,s13,0,8,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Male Only Household,Democratic,M,34,European,Catholic,Unknown,"150,000 - 200,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,2,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Democratic,M,41,Hispanic and Portuguese,Catholic,Unknown,"50,000 - 100,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s13,0,3,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,M,73,European,Protestant,Married,"<50,000",VocationalSchool,0,1,Unknown,Yes,Yes,s13,0,12,Democratic,Y,Y
Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,1,Male Only Household,Republican,M,61,European,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,6,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,67,Likely African-American,Unknown,Unknown,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,12,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Democratic,M,57,Likely African-American,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,1,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,M,61,European,Unknown,Married,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s4,0,8,Republican,N,Y
Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,F,55,European,Unknown,Married,"100,00 - 150,000",Graduate,0,0,Unknown,Unknown,Unknown,s4,0,6,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,76,European,Catholic,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Unknown,s4,0,10,Republican,N,N
Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,4+,Mixed Gender Household,Republican,F,57,European,Protestant,Married,">200,000",Bachelors,0,1,Unknown,Yes,Unknown,s4,0,4,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4+,Mixed Gender Household,Democratic,M,75,Likely African-American,Unknown,Non-Traditional,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,4,Democratic,N,N
Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,1,Male Only Household,Republican,M,75,European,Catholic,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Yes,s13,0,3,Republican,N,Y
Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,Y,3,Mixed Gender Household,Republican,F,69,European,Protestant,Married,"100,00 - 150,000",Bachelors,0,0,Unknown,Yes,Unknown,s13,0,9,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,2,Mixed Gender Household,Republican,M,66,European,Unknown,Married,"50,000 - 100,000",Some_College,0,0,Unknown,Yes,Unknown,s13,0,11,Republican,N,Y
Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Democratic,M,63,Likely African-American,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,3,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,3,Mixed Gender Household,Democratic & Republican,F,74,European,Protestant,Unknown,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Unknown,s13,0,5,Republican,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Republican,F,55,European,Catholic,Unknown,"<50,000",Bachelors,0,0,Yes,Yes,Unknown,s13,0,8,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Independent,F,62,European,Protestant,Unknown,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s13,0,2,Non-Partisan,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,66,European,Protestant,Married,"<50,000",Graduate,0,0,Unknown,Unknown,Yes,s13,0,11,Republican,Y,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,4+,Mixed Gender Household,Democratic,F,56,Hispanic and Portuguese,Catholic,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Yes,s13,0,4,Democratic,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,1,Female Only Household,Republican,F,80,European,Protestant,Unknown,"50,000 - 100,000",VocationalSchool,1,1,Yes,Yes,Yes,s13,0,9,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,3,Mixed Gender Household,Republican,F,63,European,Unknown,Non-Traditional,"<50,000",Unknown,0,0,Unknown,Unknown,Yes,s13,0,7,Republican,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,4+,Mixed Gender Household,Republican,M,61,European,Catholic,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s13,0,5,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Male Only Household,Democratic & Republican,M,63,East and South Asian,Unknown,Unknown,"<50,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,1,Democratic,Y,Y
Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,3,Mixed Gender Household,Democratic & Republican,F,58,European,Catholic,Married,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Yes,s13,0,4,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Republican,M,55,Hispanic and Portuguese,Catholic,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,6,Republican,N,Y
N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,3,Mixed Gender Household,Republican,M,45,Other,Other,Married,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,2,Republican,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,65,European,Protestant,Married,"50,000 - 100,000",Bachelors,1,1,Yes,Yes,Yes,s17,0,10,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Female Only Household,Republican,F,75,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,11,Republican,N,N
Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,1,Male Only Household,Republican,M,61,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,7,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,66,East and South Asian,Other,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s17,0,6,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Female Only Household,Democratic,F,59,Likely African-American,Unknown,Unknown,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s17,0,1,Democratic,N,Y
Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Republican,F,65,,Unknown,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s13,0,6,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,1,Male Only Household,Republican,M,60,European,Jewish,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s13,0,11,Republican,Y,Y
Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Democratic,M,74,Hispanic and Portuguese,Catholic,Unknown,"50,000 - 100,000",Some_College,0,1,Yes,Yes,Yes,s13,0,10,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Independent,F,44,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,3,Non-Partisan,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,1,Male Only Household,Independent,M,37,,Unknown,Unknown,"<50,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,5,Non-Partisan,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Democratic,M,62,European,Unknown,Unknown,"<50,000",Graduate,0,0,Unknown,Unknown,Unknown,s13,0,3,Democratic,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,55,Likely African-American,Protestant,Unknown,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,4,Democratic,Y,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Democratic,M,21,Likely African-American,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,1,Democratic,N,N
N,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,M,90,Hispanic and Portuguese,Catholic,Married,"<50,000",HighSchool,0,1,Unknown,Yes,Yes,s13,0,8,Democratic,N,N
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,4+,Mixed Gender Household,Republican,M,63,,Jewish,Married,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s4,1,15,Republican,Y,N
Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,1,Female Only Household,Republican,F,81,Hispanic and Portuguese,Protestant,Unknown,"150,000 - 200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s4,0,10,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Male Only Household,Republican,M,74,European,Protestant,Unknown,">200,000",HighSchool,0,1,Unknown,Yes,Unknown,s4,0,5,Republican,N,Y
Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Female Only Household,Republican,F,84,,Unknown,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Yes,s4,0,11,Republican,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,55,European,Unknown,Married,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s4,0,3,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Female Only Household,Independent,F,50,European,Unknown,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s4,0,1,Non-Partisan,N,Y
Y,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,1,Male Only Household,Republican,M,70,European,Unknown,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s4,0,7,Republican,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,80,European,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s4,0,4,Republican,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Independent,M,73,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s4,0,5,Non-Partisan,N,N
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Republican,M,60,European,Catholic,Married,"100,00 - 150,000",Some_College,1,2+,Unknown,Yes,Unknown,s4,1,15,Republican,N,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Female Only Household,Democratic,F,58,European,Protestant,Unknown,"150,000 - 200,000",HighSchool,0,0,Unknown,Yes,Unknown,s4,0,5,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,66,European,Unknown,Married,">200,000",Some_College,0,0,Unknown,Yes,Unknown,s4,0,6,Republican,N,N
Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,86,European,Jewish,Married,"100,00 - 150,000",Graduate,0,0,Unknown,Yes,Unknown,s4,1,13,Republican,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,1,Male Only Household,Republican,M,48,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s13,0,6,Republican,N,N
N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,1,Male Only Household,Democratic,M,44,Likely African-American,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s13,0,3,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Female Only Household,Democratic,F,22,,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,1,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Democratic,M,31,Other,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,1,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Male Only Household,Republican,M,56,European,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,s13,0,11,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,68,,Unknown,Married,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,13,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Republican,F,61,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s13,0,8,Republican,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,35,European,Unknown,Unknown,"<50,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,3,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Independent,M,42,East and South Asian,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,1,Non-Partisan,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,67,European,Unknown,Married,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,11,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,57,European,Catholic,Non-Traditional,"100,00 - 150,000",Bachelors,1,2+,Unknown,Unknown,Unknown,s11,0,4,Democratic,N,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic & Republican,F,66,European,Protestant,Married,"50,000 - 100,000",Graduate,0,0,Unknown,Yes,Yes,s11,0,4,Republican,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,M,46,Hispanic and Portuguese,Catholic,Married,"150,000 - 200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s11,0,7,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,70,,Protestant,Married,"150,000 - 200,000",Graduate,0,0,Unknown,Unknown,Unknown,s11,0,2,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Republican,F,68,European,Protestant,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Yes,s11,0,4,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,F,68,European,Protestant,Married,"<50,000",Bachelors,0,0,Unknown,Yes,Yes,s11,0,3,Republican,N,N
